List,ID,Time,Word,Translation
ワンピース,1636590,638542943834361587,"語らい, かたらい","talk, chat, , troth, lovers' vow"
ワンピース,1270920,638542943767130878,"語らう, かたらう","to talk, to tell, to recite, to pledge, to conspire with"
ワンピース,1231370,638542943666042566,"旧友, きゅうゆう","old friend, old pal"
ワンピース,1357850,638542943569185104,"色男, いろおとこ","lover, lady-killer, sexy guy, naistenmies, 討女人喜歡的男子, 讨女人喜欢的男子"
ワンピース,1390320,638542943477295197,"戦場, せんじょう, いくさば","battlefield, battleground, taistelukenttä, taistelutanner, 전장(戰場), 싸움터, 전장터, 戰場, 战场, 沙場, 沙场"
ワンピース,1267750,638542943243713097,"誇り高い, ほこりたかい","proud, lordly"
ワンピース,1390240,638542943145277293,"戦士, せんし","soldier, combatant, warrior, soturi, 싸울아비, 전사(戰士), 무사(武士), 戰士, 战士, 武士, 勇士, , taistelija, sotilas, 전사"
ワンピース,1201280,638542943055803680,"海岸, かいがん","coast, beach, merenranta, rannikko, 해안(海岸), 海岸, 海濱, 海滨, 岸, , merenrannikko, hiekkaranta, ranta, 연안(沿岸), 바닷가, 해변(海邊), 연안, 海灘, 海滩, 沙灘, 沙滩, 海邊, 海边"
ワンピース,1373100,638542942423643046,"数隻, すうせき",several (boats)
ワンピース,1592610,638542942330281955,"気だるい, けだるい, 気怠い, 気懈い","languid, listless, veltto, 無精打采的, 无精打采的"
ワンピース,1548520,638542942249269142,"絡む, からむ, 搦む","to twine, to get tangled, to get entangled, to get caught (in), kietoutua, , to be involved (e.g. of money in a matter), to get involved (in), to be a factor (in), to have an influence, to pick a quarrel (with), to find fault (with), to pester, to hassle"
ワンピース,1301960,638542942156252552,"傘下, さんか","affiliated with, under jurisdiction of, under the umbrella"
ワンピース,2856486,638542942091862864,"お頭, おかしら, 御頭","leader, chief, head, boss, , (another person's) head"
ワンピース,2174810,638542941891362411,"大頭, おおがしら","leader of a (large) group, , large decorative black flagpole tassel made from tail hair (of a yak, horse, ox, etc.) or dyed hemp, puffbird (any bird of family Bucconidae), first makushita rikishi listed on the banzuke"
ワンピース,1166950,638542941801217364,"一目, ひとめ, ひと目","glance, look, glimpse, silmäys, vilkaisu, 일견(一見), 一瞥, 一眼, , complete view, bird's-eye view, katsominen, 目光, 一見, 一见"
ワンピース,2089090,638542941759100442,"完膚, かんぷ",unwounded skin
ワンピース,1416060,638542941654763917,"叩きのめす, たたきのめす","to knock down, to beat up (till unable to stand)"
ワンピース,1511860,638542941566460248,"片腕, かたうで","one arm, , one's right-hand man, one's right hand"
ワンピース,2086620,638542941413628930,"みかじめ料, みかじめりょう, 見かじめ料, 見ヶ〆料, 見ケ〆料","protection money, suojeluraha, 保护费"
ワンピース,1374880,638542941354166039,"制度, せいど","system, institution, organization, organisation, hallintomalli, hallinto, 제도(制度), 制度, 體制, 体制, 體系, 体系, , instituutio, perustaminen, järjestelmä, 체계(體系), 계통(系統), 系統, 系统"
ワンピース,2839683,638542941293960101,"命を奪う, いのちをうばう","to take someone's life, to kill someone"
ワンピース,1497980,638542941106077298,"負ける, まける, 敗ける, 敗北る","to lose, to be defeated, hävitä, 지다, 패배하다, 輸, 输, , to succumb, to give in, to surrender, to yield, to be inferior to, to break out in a rash due to (e.g. lacquer, shaving, etc.), to reduce the price, to give a discount, to throw in (something extra) for free"
ワンピース,1534030,638542940967315172,"猛者, もさ, もうざ","tough guy, wild one, fearless fighter"
ワンピース,1385290,638537918941673708,"拙者, せっしゃ","I, me"
ワンピース,2233360,638537022690872141,ムキムキ,"muscular, brawny"
ワンピース,1207670,638537002864767080,"笠, かさ","conical hat (East-Asian style), coolie hat, kartiohattu, 삿갓, 개립, 斗笠, 竹笠, , something shaped like a conical hat or an umbrella, shade (of a lamp), mushroom cap, pileus"
ワンピース,1476710,638536897227870800,"八卦, はっけ, はっか","eight trigrams, divination signs, bagua, 팔괘, 八卦, , fortune-telling"
ワンピース,1007910,638536896388459578,"ちらちら, チラチラ, チラッチラッ","falling lightly (e.g. snow, petals, confetti), fluttering, , flickering, twinkling, glimmering, sparkling, dazzling, appearing and disappearing, catching glimpses, glancing (repeatedly), (hear, see) from time to time, intermittently"
ワンピース,1449790,638536896237742870,"統治, とうち, とうじ","rule, reign, government, governing, säännellä, hallita, johtaa, päättää, vallita, 통치하다, 다스리다, 治, 統治, 统治, 治理"
ワンピース,1448310,638536896065651952,"桃源郷, とうげんきょう, 桃源境","earthly paradise, Shangri-la, 도원향, 桃花源"
ワンピース,1375840,638536895986457307,"成敗, せいばい","punishment, judgement, judgment"
ワンピース,1365930,638536895881202999,"辛抱, しんぼう, 辛棒","patience, endurance, perseverance, maltti, kärsivällisyys, 참을성, 인내(忍耐), 耐性, 忍耐"
ワンピース,1438850,638536895780939198,"天狗, てんぐ","tengu, red-faced and long-nosed goblin said to reside deep in the mountains, tengu, 텐구, 天狗, , bragging, conceit, braggart, boaster, conceited person"
ワンピース,1569620,638536895548228073,"痺れる, しびれる","to become numb, to go to sleep (e.g. a limb), , to get an electric shock, to tingle (from an electric shock), to be excited, to be titillated, to be mesmerized, to be enthralled"
ワンピース,1206120,638536895451357321,"角, つの","horn, antler, sarvi, 뿔, 鹿角, , antenna, feeler, tentacle (e.g. of a snail), horn-like projection (e.g. peaks of whipped cream), 犄角"
ワンピース,1662590,638536895362466116,"残雪, ざんせつ","remaining snow, lingering snow"
ワンピース,2035080,638536895303010718,"改め, あらため","former (e.g. name), previous, changed, , examination, inspection, investigation"
ワンピース,1201650,638536895174773689,"海底, かいてい, うなぞこ","bottom of the ocean, seafloor, seabed, merenpohja, 해저, 海底, 海床, , undersea, submarine"
ワンピース,1772750,638536895067325140,"海底火山, かいていかざん","submarine volcano, merenalainen tulivuori, 해저화산, 海底火山"
ワンピース,1201780,638536894907902877,"海面, かいめん","sea level, (surface of) sea, merenpinnan taso, merenpinta, 해발, 海平面, 海水平, 海面, , 해수면"
ワンピース,1603720,638536894805820286,"坊ちゃん, ぼっちゃん, 坊っちゃん","(another's) son, boy, young master, , green young man from a well-to-do family, young man innocent of the ways of the world"
ワンピース,1341520,638536894543082821,"準ずる, じゅんずる, 准ずる","to follow (a rule, precedent, etc.), to conform to (the law, standards, etc.), to be based on, to apply correspondingly, , to be proportionate to, to correspond to, to be equivalent to, to be treated in the same way as"
ワンピース,2837829,638536894463947366,"宜候, ようそろ, 好候, 宜う候, ようそろう, よーそろー, ヨーソロー","keep (it) steady (after a turn), , understood, alright"
ワンピース,2805070,638536894400733221,"舞手, まいて",dancer
ワンピース,1198130,638536894244900051,"介抱, かいほう","nursing, looking after, hoitaa, huolehtia, 보살피다, 돌보다, 關照, 关照, 照顧, 照顾"
ワンピース,2825953,638536894079153296,"人手, ひとで","someone else's hands, someone else's possession, , hand (worker), aide, labor, labour, work, manpower, effort, help, assistance, (human) hand, human act"
ワンピース,1200750,638536894012452613,"改める, あらためる, 検める, 革める","to change, to alter, to revise, to replace, korjata, parantaa, 修改, , to reform, to correct, to mend, to improve, to examine, to check, to inspect, to do properly, to do formally, 修正, 改正"
ワンピース,1457080,638536893926605333,"突入, とつにゅう","rushing into, breaking into, storming, , plunging into (war, etc.), embarking on (a new venture)"
ワンピース,2220790,638536893775308313,"善くぞ, よくぞ","how admirably, how wonderfully, how skillfully"
ワンピース,2101720,638536893683179406,"最後の最後, さいごのさいご","the last moment, the very end"
ワンピース,1324710,638536893580567080,"弱気, よわき","timid, weak-kneed, fainthearted, arka, 수줍다, 害羞, 怕羞, 羞澀, 羞涩, 靦腆, 腼腆, , bearish (e.g. market)"
ワンピース,1662610,638536893449090363,"残党, ざんとう","remnants, survivors, refugees, pocket (of resistance)"
ワンピース,1499000,638536893363514328,"武力, ぶりょく","armed might, military power, the sword, force, 무력"
ワンピース,1516280,638536893222859864,"崩壊, ほうかい, 崩潰","collapse, crumbling, breaking down, caving in, romahdus, sortuminen, luhistuminen, kollapsi, 붕괴, , (radioactive) decay, disintegration, rappio, sortua, romahtaa, luhistua, lyyhistyä, painua kokoon"
ワンピース,1523170,638536893077110041,"本部, ほんぶ","headquarters, head office, main office, pääkonttori, keskustoimisto, 본부(本部), 본사(本社), 總部, 总部"
ワンピース,1972010,638536892936887280,"一太刀, ひとたち",stroke of sword
ワンピース,1799700,638536892866419743,"強兵, きょうへい","powerful army, strengthening of the military"
ワンピース,1291730,638536892783222021,"鎖, くさり, 鏈","chain, chains, ketju, kettinki, vitja, 사슬, 체인, 鏈, 链, 鏈子, 链子, 鏈條, 链条, , 鎖鏈"
ワンピース,1390360,638536892737254382,"戦争, せんそう","war, sota, 전쟁(戰爭), 戰爭, 战争, 仗, , fighting, fierce competition, 전쟁"
ワンピース,2009830,638536892649425484,"眩い, まばゆい, 目映い, 目映ゆい","dazzling, glaring, dazzlingly beautiful"
ワンピース,1176590,638536892545634203,"怨念, おんねん","deep-seated grudge, hatred, kauna, 無名怨憤, 无名怨愤, 無名怨忿, 无名怨忿, 怨恨"
ワンピース,1542260,638536892495936034,"遊女, ゆうじょ","prostitute, harlot"
ワンピース,2703260,638536892336005347,"残りカス, のこりカス, 残りかす, 残り滓, 残り粕, のこりかす","residue, remnants, dregs"
ワンピース,1291740,638536892262361579,"鎖国, さこく","national isolation, closing the country (to foreigners), sakoku, 쇄국정책, , sakoku, policy of national isolation enacted by the Tokugawa shogunate"
ワンピース,1312720,638536892195062688,"資源, しげん","resources, resurssi, 자원, 资源"
ワンピース,1259250,638536892142681368,"見っとも無い, みっともない, 見っともない","shameful, disgraceful, unsightly, indecent, unseemly, unbecoming, improper"
ワンピース,1529660,638536891998019293,"無縁, むえん","unrelated, unconnected, irrelevant, indifferent, divorced from, having nothing to do with one, being foreign to one, merkityksetön, , without relations (esp. of a deceased person), having no surviving relatives, unrelated to the teachings of Buddha, unable to be saved by Buddha"
ワンピース,1415080,638536891876865389,"大名, だいみょう","daimyo (Japanese feudal lord), daimio, 다이묘, 대명, 大名"
ワンピース,1345420,638536891753245339,"女房, にょうぼう, にょうぼ, にゅうぼう","wife (esp. one's own wife), , court lady, female court attache, woman who served at the imperial palace, woman (esp. as a love interest)"
ワンピース,1406220,638536891650522500,"存分に, ぞんぶんに","to one's heart's content, as much as one likes, freely, unreservedly, fully"
ワンピース,1432300,638536891458634753,"追い詰める, おいつめる, 追いつめる","to corner, to drive to the wall, to run down, to track down, to chase after, nujertaa, lannistaa, 阻礙, 阻碍, , jäljittää, 找到, 查獲, 查获, 追尋, 追寻, 揣著, 揣着"
ワンピース,1518510,638536891365969655,"亡き人, なきひと",the deceased
ワンピース,1339630,638536891111667954,"出鱈目, でたらめ, デタラメ","nonsense, irresponsible remark, codswallop, hogwash, rubbish, , random, haphazard, unsystematic"
ワンピース,1305990,638536890989475673,"使う, つかう, 遣う","to use (a tool, method, etc.), to make use of, to put to use, käyttää, 쓰다, 사용(使用)하다, 用, 使用, 應用, 应用, , to use (a person, animal, puppet, etc.), to employ, to handle, to manage, to manipulate, to use (time, money, etc.), to spend, to consume, to use (language), to speak"
ワンピース,1347680,638536890870446179,"将軍, しょうぐん","general, shōgun, 장군, 쇼군, 軍閥, 军阀, 督軍, 督军, , shogun, sotapäällikkö, kenraali, 장군(將軍), 대장(大將), 將軍, 将军, 將帥, 将帅"
ワンピース,1442490,638536890724341795,"殿, との","feudal lord, , mansion, palace"
ワンピース,1225450,638536890590934839,"犠牲, ぎせい","sacrifice, uhraus, uhri, uhrilahja, 희생(犧牲), 희생물(犧牲物), 犧牲品, 牺牲品, , victim, sacrifice (to a deity), uhrata, 희생(犧牲)하다, 犧牲, 牺牲, 祭獻, 祭献"
ワンピース,1744360,638536890495386349,"小童, こわっぱ, 小わっぱ, こわらわ, こわらべ","boy, child, youth, brat"
ワンピース,1383510,638536890382901751,"赤っ恥, あかっぱじ","great shame (endured in the public eye), deep embarrassment, profound humiliation, utter disgrace"
ワンピース,1292540,638536890319386927,"再興, さいこう","revival, restoration, resuscitation"
ワンピース,1504740,638536890170315374,"奮戦, ふんせん",hard fighting
ワンピース,1594430,638536890079969854,"失態, しったい, 失体","blunder, fault, error, mistake, failure, disgrace, 실수"
ワンピース,1566760,638536890034964963,"忝い, かたじけない, 辱い","grateful, indebted"
ワンピース,1851550,638536889903238287,"生き抜く, いきぬく, 生きぬく","to live through, to survive, selviytyä, jäädä henkiin, jäädä eloon, 생존하다, 살아남다, 生存, 存活"
ワンピース,1378530,638536889831172151,"生き延びる, いきのびる, 生きのびる","to survive, to live long"
ワンピース,1742670,638536889751076738,"焼死体, しょうしたい",burnt corpse
ワンピース,1577310,638536889653688707,"火傷, やけど, かしょう","burn, scald"
ワンピース,1390150,638536889548631302,"戦火, せんか","wartime fire, , war, wartime destruction, horrors of war"
ワンピース,1646070,638536889465518585,"戦況, せんきょう","war situation, progress of a battle"
ワンピース,1256300,638536889372054634,"健在, けんざい","in good health, alive and well, going strong"
ワンピース,1270940,638536889277062301,"語り継ぐ, かたりつぐ, 語りつぐ","to pass down (a story) from generation to generation, to hand down"
ワンピース,2401880,638536889172448919,"決着を付ける, けっちゃくをつける, 決着をつける",to settle (a dispute)
ワンピース,1459840,638536889023724063,"縄跳び, なわとび, 縄飛び","skipping rope, jump rope, naruhyppely, 줄넘기, 跳繩, 跳绳, , rope-jumping, hyppynaru"
ワンピース,1164440,638536888978717093,"一族, いちぞく","family, relatives, dependents, klaani, 家族, 一族, , household"
ワンピース,1603130,638536888932536888,"無様, ぶざま, 不様","unsightly, ungraceful, clumsy, awkward, unpresentable, unshapely, ungainly, uncouth, untidy"
ワンピース,1748440,638536888852327470,"宝物殿, ほうもつでん","(shrine) repository or treasure house, (shrine) sanctuary"
ワンピース,1299240,638536888795440554,"雑, ざつ","rough, crude, sloppy, messy, , miscellaneous"
ワンピース,1896080,638536888711961051,"手を引く, てをひく, 手をひく","to withdraw from (a deal), to wash one's hands of, ottaa takaisin, perua, vetää pois, 취소하다, 제거하다, , to lead by the hand"
ワンピース,2255450,638536888592379967,"力尽きる, ちからつきる",to use up all one's strength
ワンピース,1282940,638536888506120074,"降伏, こうふく, 降服","surrender, capitulation, submission, antautuminen, 항복(降伏)(降服), 투항(投降), 投降, , yield, antautua, luovuttaa, antaa periksi, kapitulaatio, 항복하다, 항복"
ワンピース,1206080,638536888376718325,"覚悟, かくご","readiness, preparedness, resolution, resignation, 각오"
ワンピース,1672410,638536888255781947,"無抵抗, むていこう",nonresistance
ワンピース,1002880,638536888156633807,"格好つける, かっこうつける, 格好付ける, 恰好つける, 恰好付ける, かっこ付ける, かっこつける","to affect a stylish air, to try to look good, to show off"
ワンピース,1825230,638536888053802375,"子子孫孫, ししそんそん, 子々孫々","one's descendants, one's offspring, posterity"
ワンピース,1423280,638536888003017382,"着陸, ちゃくりく","landing, alighting, touch down, laskeutua, 내리다, 착륙하다, 著地, 着地, 著陸, 着陆, , laskeutuminen, 상륙(上陸), 착륙(着陸), 착륙, 降落, 登陸, 登陆"
ワンピース,1156300,638536887886135077,"威勢, いせい","power, might, authority, influence, , spirits, vigor, vigour, energy, boldness"
ワンピース,1572040,638536887828622876,"蜥蜴, とかげ, 石龍子, 石竜子, 蝘蜓, トカゲ","lizard, lisko, 도마뱀, 蜥蜴, , skink lizard (Scincidae spp.), skinkki, kaivajalisko, 스킨크, 石龍子, 石龙子"
ワンピース,2849374,638536887715024911,"心が折れる, こころがおれる","to lose heart, to lose motivation"
ワンピース,1551370,638536887590002221,"立ち上がる, たちあがる, 立上がる, 起ち上がる, 立ちあがる","to stand up, to get up, nousta (ylös), 일어서다, 站起來, 站起来, 起來, 起来, 起身, , to rise, to recover, to take action, to start, to make the initial charge, to start up, to boot up"
ワンピース,1648530,638536887369138497,"焼死, しょうし",death by fire
ワンピース,1353020,638536887283208219,"上空, じょうくう","sky, the skies, high-altitude sky, upper air"
ワンピース,1411450,638536887123319176,"退避, たいひ","taking refuge, evacuation, , backup (of data)"
ワンピース,1255010,638536887026054135,"結末, けつまつ","end, conclusion, loppu, loppuminen, päätös, 종결(終結), 結束, 结束, , tulos, ratkaisu, lopputulos, 결과(結果), 結果, 结果"
ワンピース,2534220,638536886980034064,"承知の上で, しょうちのうえで","intentionally, on purpose, deliberately, taking something into account"
ワンピース,1349480,638536886873831405,"承知, しょうち","knowledge, awareness, kuittaus, myöntäminen, tunnustaminen, tunnustus, hyväksyntä, hyväksyminen, omistaminen, 承認, 承认, , acceptance, consent, assent, agreement, compliance, acknowledgment, acknowledgement, forgiving, pardoning, excusing"
ワンピース,1314780,638536885890073339,"侍, さむらい, 士, さぶらい","warrior (esp. of military retainers of daimyos in the Edo period), samurai, samurai, 사무라이, 무사(武士), 武士, 日本武士, , man in attendance (on a person of high standing), retainer, 侍"
ワンピース,1289740,638536885687879952,"恨み, うらみ, 怨み, 憾み","resentment, grudge, malice, bitterness, kauna, 無名怨憤, 无名怨愤, 無名怨忿, 无名怨忿, 怨恨, , matter for regret"
ワンピース,1324780,638536885601499420,"弱者, じゃくしゃ","weak person, the weak, vulnerable person, disadvantaged person, altavastaaja, 弱者, 處於劣勢的人, 处于劣势的人, 屌丝"
ワンピース,1061020,638536885501019501,"シビア, シビアー, シビヤ, シビヤー","severe, strict, tough, hard"
ワンピース,1444950,638536885415113443,"都, みやこ, 京","capital (esp. Kyoto, Japan's former capital), seat of government, pääkaupunki, 수도(首都), 서울, , capital (of music, fashion, etc.), city (e.g. of light), location of the Imperial Palace"
ワンピース,1279170,638536885305447752,"攻撃, こうげき","attack, assault, raid, onslaught, offensive, hyökkäys, päällekarkaus, rynnäkkö, 공격(攻擊), 攻擊, 攻击, , criticism, censure, denunciation, condemnation, hyökätä, käydä käsiksi, käydä kimppuun, käydä päälle, väkivaltaisuus, hyökkäävyys, offensiivi, 공격하다, 돌격하다, 공세(攻勢), 돌격, 공격, 進攻, 进攻, 打擊, 打击, 攻勢, 攻势, 突擊, 突击"
ワンピース,1537650,638536885202757549,"野望, やぼう","ambition, aspiration, aloitekyky, 야망(野望), 야심(野心), 奢望, 抱負, 抱负, 志向, 志氣, 志气, , halu, 욕망, 慾望欲望, 欲望, 願望, 愿望"
ワンピース,1200330,638536885154314090,"怪物, かいぶつ","monster, hirviö, 괴물(怪物), 몬스터, 妖怪, 怪物, 魔鬼, 妖物, , 괴물"
ワンピース,1451460,638536885013788400,"動転, どうてん, 動顛, 動顚","disturbance of mind, losing one's head, being upset, being astonished, being frightened, , transition, changing, moving"
ワンピース,2538840,638536884932331460,"碌でもない, ろくでもない, 陸でもない","good-for-nothing, useless, worthless"
ワンピース,1222690,638536884756553924,"気力, きりょく","willpower, energy, vitality, tahdonvoima, sisu, 의지력(意志力), 정신력, 意志力, 意志, 精神力"
ワンピース,1244960,638536884696614362,"備える, そなえる, 具える","to furnish with, to equip with, to provide, to install, , to prepare for, to make preparations for, to make provision for, to possess (all that is needed), to be endowed with, to be equipped with, to be born with, to have since birth"
ワンピース,1584695,638536884605539254,"面, めん","face, puoli, 면, 양상, 面, 方面, , mask, face guard, striking the head (in kendo), surface (esp. a geometrical surface), page, aspect, facet, side, chamfer, counter for broad, flat objects, levels or stages, e.g. in a video game, sivu, 페이지, 쪽, 页, 頁"
ワンピース,1607520,638536884493200456,"演奏, えんそう","musical performance, näyttelijä, kokoonpano, 공연(公演), 연주(演奏), 全體演員, 全体演员, , soittaa, esittää, esitys, esiintyminen, näytäntö, näytös, tulkita, 演奏, 表演, 演出"
ワンピース,1525770,638536883933379229,"万が一, まんがいち, まんがいつ","(if) by some chance, by some possibility, in the unlikely event that, 10000 to 1, , (unlikely event of) emergency, the worst(-case scenario)"
ワンピース,1285390,638536883847714121,"合流, ごうりゅう","confluence (of rivers), merge (of traffic), conflux, junction, joining, , union (e.g. of forces), linking up, merging, coming together"
ワンピース,1840490,638536883790293324,"老生, ろうせい","elderly person, , I, me"
ワンピース,2835122,638536883688380009,"刺し違える, さしちがえる, 刺しちがえる, 刺違える","to stab each other, , to sacrifice oneself in order to harm someone else"
ワンピース,1011900,638536883537352889,"ボロボロ, ぼろぼろ","worn-out, ragged, tattered, battered, scruffy, , crumbling, dry and crumbly, falling (in drops or clumps), scattering, (physically or mentally) worn-out, exhausted, (coming to light) one after another"
ワンピース,1516270,638536883371075854,"崩れる, くずれる","to collapse, to crumble, murentua, murtua, 넘어지다, 쓰러지다, 떨어지다, 하락하다, 낙하하다, 崩溃, , to get out of shape, to lose one's shape, to become disorganized, to become untidy, to break down, to be thrown into disarray, to crash (stock market), to slump, to decline, to break money into small change, to turn bad (e.g. weather), to change for the worse, to deteriorate, kaatua, pudota, 落, 落下, 掉"
ワンピース,1601480,638536883282944523,"引き上げる, ひきあげる, 引上げる, 引き揚げる, 引きあげる, 引揚げる, ひき上げる","to pull up, to drag up, to lift up, ottaa takaisin, perua, vetää pois, 취소하다, 제거하다, , to increase, to raise (e.g. taxes), to withdraw, to leave, to pull out, to retire, to promote (someone to a higher position), to return home, to expedite the schedule"
ワンピース,1591030,638536883189765872,"気合, きあい, 気合い","(fighting) spirit, motivation, effort, , shout (for getting in the right mood to deal with something, etc.), cheer, yell, kiai, short shout when performing an attacking move"
ワンピース,1613930,638536883091008460,"開国, かいこく","founding a country, , opening of a country (e.g. Japan) to the world, ending (a policy of) national seclusion"
ワンピース,1590870,638536882947365674,"肝心, かんじん, 肝腎","essential, important, crucial, vital, main, perusluonteinen, normaali, 精華, 精华"
ワンピース,1543130,638536882886033336,"予想, よそう","expectation, anticipation, prediction, forecast, conjecture, ennustaa, ennakoida, 예상하다, 預測, 预测, 預報, , ennuste, ennakkoarvio, odottaa, varautua, ennakkokäsitys, ennakkoluulo, odotus, konjektuuri, 예상(豫想), 예보(豫報), 추측, 预报, 預料, 预料, 預想, 预想, 等待, 猜想"
ワンピース,1475910,638536882794398961,"爆発, ばくはつ","explosion, detonation, blast, blowing up, eruption, räjähdys, 폭발(爆發), 爆炸, 爆發, 爆发, , outburst (of emotion), explosion (e.g. of anger), eruption (e.g. of discontent), räjäyttää, räjähtää, 폭발적으로 증가하다, 폭발하다, 폭발, 引爆"
ワンピース,1474350,638536882669482836,"むき出す, むきだす, 剥き出す, 剝き出す","to show, to bare (the teeth)"
ワンピース,1474340,638536882545001193,"むき出し, むきだし, 剥き出し, 剝き出し","naked, bare, uncovered, , frank, open, blunt"
ワンピース,1203390,638536882500439785,"外科医, げかい","surgeon, kirurgi, 외과의, 外科医生, , 外科醫師"
ワンピース,2527340,638536882347580612,"これ式, これしき, 此れしき, 此れ式, 是式","(something) so small, so little, trifling"
ワンピース,2853797,638536882278798095,"口惜しい, くちおしい","frustrated (over a failure, humiliation or injustice), annoyed, chagrined, (bitterly) disappointed, bitter, vexed, frustrating, annoying, regrettable"
ワンピース,1559700,638536882178597934,"連中, れんちゅう, れんじゅう, れんぢゅう","company, lot, bunch, gang, pack, those guys, group, , troupe, company (of musicians)"
ワンピース,1531630,638536882104156581,"名乗り, なのり, 名告り","giving one's name, self-introduction, 나노리, , announcing one's name, rank, lineage, etc. (of a samurai on the battlefield), name given to male members of the nobility and samurai class upon coming of age, Japanese kanji reading used in names"
ワンピース,1348480,638536881970949167,"小僧, こぞう","youngster, boy, kid, brat, nuori ihminen, 小孩, 年輕人, 年轻人, 小伙子, , young Buddhist monk, young bonze, young shop-boy, errand boy, apprentice"
ワンピース,1855220,638536881853456248,"誘爆, ゆうばく","induced explosion, secondary explosion, 殉爆, 誘爆, 引爆, 交感的爆轟作用, 交感的爆轰作用"
ワンピース,1767750,638536881761334163,"死に損ない, しにぞこない, しにそこない","person who has escaped death, failed suicide, , person who has outlived their time, dotard, doddering old man"
ワンピース,1849090,638536881630958134,"死に損なう, しにそこなう, 死にそこなう","to fail to die (after attempting suicide), to fail to kill oneself, to survive (when one should have died), , to come close to dying, to be almost killed, to narrowly escape death, to survive (when others died), to outlive others"
ワンピース,1330240,638536881461284539,"寿命, じゅみょう","life span, elinikä, ikä, 일생(一生), 수명(壽命), 一輩子, 一辈子, 一生, 壽命, 寿命, , pitkäikäisyys, 장수(長壽), 長壽, 长寿"
ワンピース,1881090,638536881304056398,"死に掛ける, しにかける, 死にかける","to be dying, to be about to die, to be close to death"
ワンピース,1309850,638536881191084513,"指図, さしず","directions, instructions, orders, command, mandaatti, valtuutus, valtakirja"
ワンピース,1247320,638536881143028208,"君臨, くんりん","reigning (over a country), , dominating, controlling, dictating"
ワンピース,1393020,638536880985869793,"前座, ぜんざ","opening performance, opening act, curtain raiser, , minor performer, minor storyteller, subordinate part"
ワンピース,1371880,638536880920208162,"水滴, すいてき","drop of water, 물방울, , vessel for replenishing inkstone water"
ワンピース,1437890,638536880872892602,"鉄骨, てっこつ","steel frame, steel beam, steel girder"
ワンピース,1452720,638536880710694764,"同情, どうじょう","sympathy, compassion, pity, myötätunto, osanotto, sympatia, 동정, 同情, 同感, 爱心, , eläytyä, empatisoida, tuntea empatiaa, tuntea myötätuntoa, myötäelää, 동정하다"
ワンピース,1210870,638536880655873710,"勘弁, かんべん","pardon, forgiveness, forbearance, armahdus, 은사, 사면, 赦免, , armahtaa"
ワンピース,1684740,638535571536406019,"泣き言, なきごと",complaint
ワンピース,1206070,638535571400292957,"覚める, さめる, 醒める","to wake, to wake up, herätä, 눈뜨다, 일어나다, 醒, 醒來, 醒来, , to become sober, to sober up, to regain consciousness (e.g. after anaesthesia), to come to one's senses, to be disillusioned"
ワンピース,1257480,638535571278468419,"建造, けんぞう","building, construction, rakentaminen, rakennus, rakennustaito, 건설(建設), 建設, 建设"
ワンピース,1436450,638535571217701703,"提灯, ちょうちん, 提燈, ていとう","paper lantern, Chinese lantern, Japanese lantern, kiinalainen lyhty, 등롱, 燈籠, 灯笼"
ワンピース,1244560,638535571162489985,"苦痛, くつう","pain, agony, suffering, distress, torment, kipu, kärsimys, särky, tuska, piina, surkeus, kurjuus, 고통, 괴로움, 疼痛, 苦痛, 疼, 痛, 痛苦, , 아픔, 통증(痛症), 고통(苦痛), 苦難, 苦难, 悲慘, 悲惨, 不幸"
ワンピース,1588800,638535571059314704,"追い風, おいかぜ, 追風, おいて","tailwind, fair wind, favorable wind (favourable), , favorable condition (favourable), advantageous situation"
ワンピース,1169480,638535570973927538,"引火, いんか","ignition, catching fire, syttyä tuleen, 불-을 지르다, 점화(點火)하다, 인화(引火)하다, 발화(發火)하다, 起火, 失火, 發火, 发火, , sytyttää, 불붙이다, 點燃, 点燃, 點火, 点火"
ワンピース,1538470,638535570859092408,"躍動, やくどう","lively motion, throb"
ワンピース,1450470,638535570720532306,"逃亡, とうぼう","escape, flight, running away, elopement, fleeing, 탈영(脫營), 도망(逃亡), 유기(遺棄), 遺棄, 遗弃, 開小差"
ワンピース,1135980,638535570602247382,モルモット,"guinea pig (Cavia porcellus), marsu, 기니피그, 豚鼠, 天竺鼠, , subject of an experiment, (human) guinea pig"
ワンピース,1357030,638535570462481196,"譲る, ゆずる","to hand over, to transfer, to turn over, to assign, to convey, to bequeath, taipua, antaa tietä, väistää, 讓步, 让步, , to give up (e.g. one's seat), to give way, to yield, to concede, to give ground, to surrender, to sell, to postpone, to put off, to defer, myöntää, 降服, 屈服"
ワンピース,1005040,638535570305770679,"ご苦労さん, ごくろうさん, 御苦労さん",I appreciate your efforts
ワンピース,1056120,638535570162341848,サイボーグ,"cyborg, cybernetic organism, kyborgi, 사이보그, 賽博格, 赛博格, 生化人"
ワンピース,1190230,638535570116022708,"加算, かさん","addition, adding, supplement"
ワンピース,1215640,638535570057899582,"間抜け, まぬけ, マヌケ","stupid, foolish, idiotic, inane, lievästi kehitysvammainen, debiili, 어리석다, 白痴, , fool, idiot, blockhead, half-wit, tyhmä, (see also) Thesaurus:tyhmä, palikka, luupää, tonttu, torvi, 笨, 蠢, 呆, 愚, 愚笨"
